,beach_name,water_temperature,turbidity,wave_height,wave_period,battery_life,time_of_day,month,day,year
12969,Montrose Beach,12.8,0.0,0.078,4.0,11.9,05:00:00,05,30,2016
12970,Ohio Street Beach,14.4,0.91,0.057,3.0,11.9,05:00:00,05,30,2016
12971,Montrose Beach,12.8,0.0,0.079,5.0,11.9,06:00:00,05,30,2016
12972,Ohio Street Beach,14.2,0.98,0.064,4.0,11.8,06:00:00,05,30,2016
12973,Montrose Beach,12.8,0.0,0.08199999999999999,4.0,11.9,07:00:00,05,30,2016
12974,Ohio Street Beach,14.3,0.72,0.068,4.0,11.8,07:00:00,05,30,2016
12975,Montrose Beach,13.0,0.0,0.1,4.0,11.9,08:00:00,05,30,2016
12976,Ohio Street Beach,14.6,0.84,0.099,4.0,11.8,08:00:00,05,30,2016
12977,Ohio Street Beach,12.6,10.96,0.187,3.0,11.5,05:00:00,05,25,2017
12978,Montrose Beach,13.4,0.0,0.091,4.0,11.9,09:00:00,05,30,2016
12979,Ohio Street Beach,15.1,0.9,0.084,4.0,11.8,09:00:00,05,30,2016
12980,Montrose Beach,15.0,0.0,0.172,5.0,11.8,08:00:00,05,30,2016
12981,Ohio Street Beach,15.0,1.49,0.132,2.0,11.8,08:00:00,05,30,2016
12982,Calumet Beach,16.9,1.24,0.094,3.0,10.7,02:00:00,06,14,2015
12983,63rd Street Beach,17.0,1.39,0.1,4.0,10.5,02:00:00,06,14,2015
12984,Montrose Beach,15.8,0.8,0.122,4.0,10.5,02:00:00,06,14,2015
12985,Osterman Beach,15.8,1.21,0.115,3.0,10.5,02:00:00,06,14,2015
12986,Ohio Street Beach,17.2,1.85,0.146,2.0,12.0,01:00:00,06,14,2015
12987,Rainbow Beach,16.5,1.2,0.114,4.0,12.2,01:00:00,06,14,2015
12988,Calumet Beach,16.5,1.08,0.092,4.0,10.7,10:00:00,06,14,2015
12989,63rd Street Beach,16.7,1.41,0.087,10.0,10.5,10:00:00,06,14,2015
12990,Montrose Beach,16.5,1.11,0.08800000000000001,9.0,10.5,10:00:00,06,14,2015
12991,Osterman Beach,15.8,0.79,0.096,3.0,10.5,10:00:00,06,14,2015
12992,Ohio Street Beach,17.9,1.75,0.11199999999999999,4.0,12.0,09:00:00,06,14,2015
12993,Rainbow Beach,17.0,1.17,0.099,4.0,12.1,09:00:00,06,14,2015
12994,Ohio Street Beach,12.6,10.36,0.187,3.0,11.5,06:00:00,05,25,2017
12995,Ohio Street Beach,18.2,1.08,0.187,3.0,11.3,10:00:00,06,30,2017
12996,Ohio Street Beach,23.4,1.64,0.187,3.0,12.1,12:00:00,07,23,2017
12997,Ohio Street Beach,23.2,1.77,0.187,3.0,12.1,03:00:00,07,23,2017
12998,Ohio Street Beach,23.2,1.74,0.187,3.0,12.1,04:00:00,07,23,2017
12999,Ohio Street Beach,23.1,1.38,0.187,3.0,12.1,05:00:00,07,23,2017
13000,Ohio Street Beach,23.1,1.29,0.187,3.0,12.1,06:00:00,07,23,2017
13001,Ohio Street Beach,23.1,1.26,0.187,3.0,12.1,07:00:00,07,23,2017
13002,Ohio Street Beach,23.4,1.29,0.187,3.0,12.1,08:00:00,07,23,2017
13003,Ohio Street Beach,23.6,1.4,0.187,3.0,12.1,09:00:00,07,23,2017
13004,Ohio Street Beach,24.2,1.16,0.187,3.0,12.1,10:00:00,07,23,2017
13005,Ohio Street Beach,25.5,1.5,0.187,3.0,12.0,02:00:00,07,23,2017
13006,Ohio Street Beach,25.3,1.82,0.187,3.0,12.0,03:00:00,07,23,2017
13007,Ohio Street Beach,25.2,2.19,0.187,3.0,12.0,04:00:00,07,23,2017
13008,Ohio Street Beach,25.1,1.68,0.187,3.0,12.0,05:00:00,07,23,2017
13009,Ohio Street Beach,25.0,1.44,0.187,3.0,12.0,06:00:00,07,23,2017
13010,Ohio Street Beach,24.9,1.39,0.187,3.0,12.0,07:00:00,07,23,2017
13011,63rd Street Beach,16.7,1.38,0.124,3.0,10.5,03:00:00,06,14,2015
13012,Montrose Beach,16.0,0.76,0.15,3.0,10.5,03:00:00,06,14,2015
13013,Osterman Beach,15.8,1.17,0.139,4.0,10.5,03:00:00,06,14,2015
13014,Ohio Street Beach,17.5,1.55,0.145,3.0,12.0,02:00:00,06,14,2015
13015,Rainbow Beach,16.8,1.16,0.107,5.0,12.2,02:00:00,06,14,2015
13016,Calumet Beach,17.1,1.33,0.10800000000000001,2.0,10.7,04:00:00,06,14,2015
13017,Montrose Beach,16.1,0.69,0.12,4.0,10.5,04:00:00,06,14,2015
13018,Osterman Beach,16.4,1.1,0.10400000000000001,9.0,10.5,04:00:00,06,14,2015
13019,Ohio Street Beach,18.7,1.11,0.157,3.0,12.0,03:00:00,06,14,2015
13020,Rainbow Beach,16.8,1.14,0.133,3.0,12.2,03:00:00,06,14,2015
13021,Calumet Beach,17.1,1.43,0.098,4.0,10.7,05:00:00,06,14,2015
13022,Montrose Beach,16.2,0.61,0.099,4.0,10.5,05:00:00,06,14,2015
13023,Osterman Beach,16.5,1.15,0.114,8.0,10.5,05:00:00,06,14,2015
13024,Ohio Street Beach,18.7,1.28,0.14400000000000002,2.0,12.0,04:00:00,06,14,2015
13025,Rainbow Beach,17.1,1.14,0.129,4.0,12.1,04:00:00,06,14,2015
13026,63rd Street Beach,16.7,1.31,0.107,5.0,10.5,04:00:00,06,14,2015
13027,Calumet Beach,17.1,1.4,0.109,4.0,10.7,06:00:00,06,14,2015
13028,63rd Street Beach,17.0,1.45,0.135,3.0,10.5,06:00:00,06,14,2015
13029,Montrose Beach,16.3,0.61,0.14400000000000002,7.0,10.5,06:00:00,06,14,2015
13030,Osterman Beach,16.1,1.01,0.096,7.0,10.5,06:00:00,06,14,2015
13031,Ohio Street Beach,19.3,1.3,0.122,5.0,12.0,05:00:00,06,14,2015
13032,Rainbow Beach,17.1,1.19,0.133,4.0,12.2,05:00:00,06,14,2015
13033,Calumet Beach,16.8,1.43,0.099,4.0,10.7,07:00:00,06,14,2015
13034,63rd Street Beach,17.1,1.43,0.135,4.0,10.5,07:00:00,06,14,2015
13035,Montrose Beach,17.9,1.35,0.107,6.0,10.5,07:00:00,06,14,2015
13036,Osterman Beach,16.4,0.95,0.094,6.0,10.5,07:00:00,06,14,2015
13037,Ohio Street Beach,19.6,1.45,0.132,4.0,12.0,06:00:00,06,14,2015
13038,Rainbow Beach,17.0,1.27,0.142,3.0,12.1,06:00:00,06,14,2015
13039,Calumet Beach,16.6,1.15,0.096,2.0,10.7,08:00:00,06,14,2015
13040,63rd Street Beach,17.4,1.66,0.11599999999999999,6.0,10.5,08:00:00,06,14,2015
13041,Montrose Beach,17.2,1.05,0.105,5.0,10.5,08:00:00,06,14,2015
13042,Osterman Beach,16.4,0.97,0.121,5.0,10.5,08:00:00,06,14,2015
13043,Ohio Street Beach,19.1,1.68,0.113,3.0,12.0,07:00:00,06,14,2015
13044,Rainbow Beach,16.9,1.3,0.12,3.0,12.1,07:00:00,06,14,2015
13045,Calumet Beach,16.8,1.39,0.079,4.0,10.7,09:00:00,06,14,2015
13046,63rd Street Beach,17.2,1.4,0.085,4.0,10.5,09:00:00,06,14,2015
13047,Montrose Beach,16.7,1.19,0.08900000000000001,6.0,10.5,09:00:00,06,14,2015
13048,Osterman Beach,15.9,0.87,0.096,10.0,10.5,09:00:00,06,14,2015
13049,Ohio Street Beach,18.1,1.81,0.10099999999999999,2.0,12.0,08:00:00,06,14,2015
13050,Rainbow Beach,16.9,1.3,0.134,3.0,12.1,08:00:00,06,14,2015
13051,Calumet Beach,16.4,1.14,0.081,9.0,10.7,11:00:00,06,14,2015
13052,63rd Street Beach,16.6,1.38,0.094,2.0,10.5,11:00:00,06,14,2015
13053,Montrose Beach,15.9,0.73,0.085,9.0,10.5,11:00:00,06,14,2015
13054,Osterman Beach,15.7,0.8,0.086,9.0,10.5,11:00:00,06,14,2015
13055,Ohio Street Beach,18.2,1.66,0.08,10.0,12.0,10:00:00,06,14,2015
13056,Rainbow Beach,16.8,1.28,0.09699999999999999,9.0,12.1,10:00:00,06,14,2015
13057,Calumet Beach,16.3,1.13,0.086,10.0,10.7,12:00:00,06,15,2015
13058,63rd Street Beach,16.5,1.53,0.076,10.0,10.5,12:00:00,06,15,2015
13059,Montrose Beach,15.9,0.58,0.08199999999999999,8.0,10.5,12:00:00,06,15,2015
13060,Osterman Beach,15.7,0.84,0.095,8.0,10.5,12:00:00,06,15,2015
13061,Ohio Street Beach,17.8,1.56,0.073,9.0,12.0,11:00:00,06,14,2015
13062,Rainbow Beach,16.6,1.1,0.08900000000000001,9.0,12.1,11:00:00,06,14,2015
13063,Montrose Beach,14.1,0.0,0.096,4.0,11.9,10:00:00,05,30,2016
13064,Ohio Street Beach,15.1,1.58,0.102,3.0,11.8,10:00:00,05,30,2016
13065,Montrose Beach,14.3,0.0,0.109,4.0,11.9,11:00:00,05,30,2016
13066,Ohio Street Beach,15.9,2.05,0.147,3.0,11.8,11:00:00,05,30,2016
13067,Montrose Beach,14.4,0.0,0.141,5.0,11.9,12:00:00,05,30,2016
13068,Ohio Street Beach,15.3,1.34,0.17600000000000002,3.0,11.8,12:00:00,05,30,2016
13069,Montrose Beach,15.6,0.0,0.18,4.0,11.9,01:00:00,05,30,2016
13070,Ohio Street Beach,16.1,2.66,0.18100000000000002,3.0,11.8,01:00:00,05,30,2016
13071,Montrose Beach,16.6,0.0,0.155,3.0,11.9,02:00:00,05,30,2016
13072,Ohio Street Beach,16.5,1.43,0.183,3.0,11.8,02:00:00,05,30,2016
13073,Montrose Beach,15.8,0.0,0.172,5.0,11.8,03:00:00,05,30,2016
13074,Ohio Street Beach,16.1,2.17,0.18899999999999997,2.0,11.8,03:00:00,05,30,2016
13075,Montrose Beach,15.0,0.0,0.157,5.0,11.8,04:00:00,05,30,2016
13076,Calumet Beach,16.2,1.33,0.069,4.0,10.7,01:00:00,06,15,2015
13077,63rd Street Beach,16.4,1.33,0.09300000000000001,4.0,10.5,01:00:00,06,15,2015
13078,Montrose Beach,15.9,0.61,0.10800000000000001,6.0,10.5,01:00:00,06,15,2015
13079,Osterman Beach,15.6,0.83,0.094,3.0,10.5,01:00:00,06,15,2015
13080,Ohio Street Beach,17.6,1.55,0.07400000000000001,8.0,12.0,12:00:00,06,15,2015
13081,Rainbow Beach,16.6,1.03,0.1,10.0,12.1,12:00:00,06,15,2015
13082,Calumet Beach,16.2,1.12,0.07200000000000001,4.0,10.7,02:00:00,06,15,2015
13083,63rd Street Beach,16.4,1.3,0.071,7.0,10.5,02:00:00,06,15,2015
13084,Montrose Beach,15.8,0.61,0.075,5.0,10.5,02:00:00,06,15,2015
13085,Osterman Beach,15.9,0.87,0.073,5.0,10.5,02:00:00,06,15,2015
13086,Ohio Street Beach,17.5,1.41,0.068,7.0,12.0,01:00:00,06,15,2015
13087,Rainbow Beach,16.4,1.04,0.106,8.0,12.1,01:00:00,06,15,2015
13088,Calumet Beach,16.1,1.18,0.065,4.0,10.7,05:00:00,06,15,2015
13089,63rd Street Beach,16.1,1.4,0.06,4.0,10.5,05:00:00,06,15,2015
13090,Montrose Beach,15.6,0.59,0.076,4.0,10.5,05:00:00,06,15,2015
13091,Osterman Beach,15.9,0.83,0.083,4.0,10.5,05:00:00,06,15,2015
13092,Ohio Street Beach,17.4,1.6,0.064,5.0,12.0,04:00:00,06,15,2015
13093,Rainbow Beach,16.6,0.99,0.07,6.0,12.1,04:00:00,06,15,2015
13094,Ohio Street Beach,15.4,2.16,0.166,3.0,11.8,04:00:00,05,30,2016
13095,Montrose Beach,13.9,0.0,0.135,2.0,11.8,04:00:00,05,31,2016
13096,Ohio Street Beach,14.5,1.31,0.109,3.0,11.8,04:00:00,05,31,2016
13097,Montrose Beach,25.1,0.0,0.163,3.0,11.3,06:00:00,07,19,2016
13098,Ohio Street Beach,23.2,1.43,0.149,2.0,11.0,06:00:00,07,19,2016
13099,Calumet Beach,25.7,0.73,0.08900000000000001,7.0,10.2,08:00:00,08,04,2016
13100,Montrose Beach,23.0,0.0,0.10300000000000001,6.0,12.7,08:00:00,08,04,2016
13101,Ohio Street Beach,24.3,2.12,0.079,6.0,11.5,08:00:00,08,04,2016
13102,Calumet Beach,25.6,0.8,0.10300000000000001,2.0,10.2,09:00:00,08,04,2016
13103,Montrose Beach,23.2,0.0,0.10400000000000001,5.0,12.6,09:00:00,08,04,2016
13104,Ohio Street Beach,24.6,1.57,0.07400000000000001,2.0,11.5,09:00:00,08,04,2016
13105,Calumet Beach,25.9,0.85,0.08800000000000001,2.0,10.2,10:00:00,08,04,2016
13106,Calumet Beach,16.1,1.15,0.071,6.0,10.7,03:00:00,06,15,2015
13107,63rd Street Beach,16.3,1.43,0.079,4.0,10.5,03:00:00,06,15,2015
13108,Montrose Beach,15.7,0.64,0.107,5.0,10.5,03:00:00,06,15,2015
13109,Osterman Beach,15.8,1.83,0.10099999999999999,3.0,10.5,03:00:00,06,15,2015
13110,Ohio Street Beach,17.5,1.52,0.07,4.0,12.0,02:00:00,06,15,2015
13111,Rainbow Beach,16.4,1.08,0.083,7.0,12.1,02:00:00,06,15,2015
13112,Calumet Beach,16.1,1.22,0.073,6.0,10.7,04:00:00,06,15,2015
13113,63rd Street Beach,16.2,1.19,0.07,5.0,10.5,04:00:00,06,15,2015
13114,Montrose Beach,15.7,0.56,0.08199999999999999,4.0,10.5,04:00:00,06,15,2015
13115,Osterman Beach,15.6,0.82,0.081,4.0,10.5,04:00:00,06,15,2015
13116,Ohio Street Beach,17.5,1.42,0.066,3.0,12.0,03:00:00,06,15,2015
13117,Rainbow Beach,16.5,0.98,0.08900000000000001,4.0,12.1,03:00:00,06,15,2015
13118,Calumet Beach,16.1,1.06,0.065,4.0,10.7,06:00:00,06,15,2015
13119,63rd Street Beach,16.1,1.32,0.064,4.0,10.5,06:00:00,06,15,2015
13120,Montrose Beach,15.5,0.52,0.075,4.0,10.5,06:00:00,06,15,2015
13121,Osterman Beach,15.6,0.76,0.078,4.0,10.4,06:00:00,06,15,2015
13122,Ohio Street Beach,17.4,1.46,0.067,4.0,11.9,05:00:00,06,15,2015
13123,Rainbow Beach,16.5,1.09,0.063,5.0,12.1,05:00:00,06,15,2015
13124,Calumet Beach,16.1,1.03,0.077,2.0,10.7,07:00:00,06,15,2015
13125,63rd Street Beach,16.0,1.26,0.059000000000000004,4.0,10.4,07:00:00,06,15,2015
13126,Montrose Beach,15.5,0.59,0.077,5.0,10.5,07:00:00,06,15,2015
13127,Osterman Beach,15.5,0.84,0.07400000000000001,6.0,10.4,07:00:00,06,15,2015
13128,Ohio Street Beach,17.3,1.53,0.094,4.0,11.9,06:00:00,06,15,2015
13129,Rainbow Beach,16.5,0.97,0.062,4.0,12.1,06:00:00,06,15,2015
13130,Calumet Beach,16.4,1.52,0.066,3.0,10.7,09:00:00,06,15,2015
13131,63rd Street Beach,16.3,1.27,0.061,4.0,10.4,09:00:00,06,15,2015
13132,Montrose Beach,15.8,0.47,0.07400000000000001,4.0,10.5,09:00:00,06,15,2015
13133,Osterman Beach,16.0,0.69,0.069,4.0,10.4,09:00:00,06,15,2015
13134,Ohio Street Beach,18.0,1.25,0.066,4.0,11.9,08:00:00,06,15,2015
13135,Rainbow Beach,16.5,0.94,0.064,3.0,12.1,08:00:00,06,15,2015
13136,Calumet Beach,16.5,1.12,0.07400000000000001,3.0,10.7,10:00:00,06,15,2015
13137,63rd Street Beach,16.5,1.2,0.071,6.0,10.4,10:00:00,06,15,2015
13138,Montrose Beach,16.0,0.45,0.068,4.0,10.4,10:00:00,06,15,2015
13139,Osterman Beach,15.5,0.69,0.066,8.0,10.4,10:00:00,06,15,2015
13140,Ohio Street Beach,18.1,1.29,0.057,4.0,11.9,09:00:00,06,15,2015
13141,Rainbow Beach,16.4,0.95,0.063,3.0,12.1,09:00:00,06,15,2015
13142,Calumet Beach,16.8,1.13,0.065,4.0,10.7,11:00:00,06,15,2015
13143,63rd Street Beach,16.5,1.36,0.065,5.0,10.4,11:00:00,06,15,2015
13144,Montrose Beach,16.3,0.38,0.064,4.0,10.5,11:00:00,06,15,2015
13145,Osterman Beach,16.0,0.65,0.064,5.0,10.4,11:00:00,06,15,2015
13146,Ohio Street Beach,18.0,1.29,0.065,4.0,11.9,10:00:00,06,15,2015
13147,Rainbow Beach,16.6,0.9,0.094,4.0,12.1,10:00:00,06,15,2015
13148,Montrose Beach,14.4,0.0,0.136,3.0,11.8,05:00:00,05,30,2016
13149,Ohio Street Beach,15.1,2.48,0.147,3.0,11.8,05:00:00,05,30,2016
13150,Montrose Beach,14.4,0.0,0.161,5.0,11.8,06:00:00,05,30,2016
13151,Ohio Street Beach,14.8,2.62,0.146,3.0,11.8,06:00:00,05,30,2016
13152,Montrose Beach,14.1,0.0,0.13,6.0,11.8,07:00:00,05,30,2016
13153,Ohio Street Beach,15.0,1.85,0.158,3.0,11.8,07:00:00,05,30,2016
13154,Ohio Street Beach,12.7,10.28,0.187,3.0,11.5,07:00:00,05,25,2017
13155,Montrose Beach,14.1,0.0,0.096,4.0,11.8,09:00:00,05,30,2016
13156,Ohio Street Beach,15.1,1.95,0.114,3.0,11.8,09:00:00,05,30,2016
13157,Ohio Street Beach,12.7,9.91,0.187,3.0,11.5,08:00:00,05,25,2017
13158,Montrose Beach,13.9,0.0,0.098,4.0,11.8,10:00:00,05,30,2016
13159,Ohio Street Beach,14.8,1.61,0.09699999999999999,3.0,11.8,10:00:00,05,30,2016
13160,Montrose Beach,13.9,0.0,0.11599999999999999,9.0,11.8,11:00:00,05,30,2016
13161,Ohio Street Beach,14.7,1.85,0.081,9.0,11.8,11:00:00,05,30,2016
13162,Montrose Beach,14.0,0.0,0.113,8.0,11.8,12:00:00,05,31,2016
13163,Ohio Street Beach,14.5,1.52,0.11,2.0,11.8,12:00:00,05,31,2016
13164,Montrose Beach,14.0,0.0,0.145,5.0,11.8,02:00:00,05,31,2016
13165,Ohio Street Beach,14.6,1.58,0.09300000000000001,2.0,11.8,02:00:00,05,31,2016
13166,Montrose Beach,13.7,0.0,0.134,2.0,11.8,05:00:00,05,31,2016
13167,Ohio Street Beach,14.3,1.19,0.109,3.0,11.8,05:00:00,05,31,2016
13168,Montrose Beach,14.0,0.0,0.132,4.0,11.8,06:00:00,05,31,2016
13169,Montrose Beach,16.1,0.0,0.163,2.0,11.8,04:00:00,05,31,2016
13170,Ohio Street Beach,16.6,1.85,0.127,3.0,11.7,04:00:00,05,31,2016
13171,Calumet Beach,16.7,1.14,0.091,3.0,10.7,12:00:00,06,15,2015
13172,Ohio Street Beach,13.9,1.67,0.1,3.0,11.7,06:00:00,05,31,2016
13173,Montrose Beach,16.4,0.47,0.07200000000000001,4.0,10.5,12:00:00,06,15,2015
13174,Osterman Beach,16.0,0.65,0.081,4.0,10.4,12:00:00,06,15,2015
13175,Ohio Street Beach,18.5,1.11,0.06,4.0,11.9,11:00:00,06,15,2015
13176,Rainbow Beach,16.6,0.94,0.07,4.0,12.1,11:00:00,06,15,2015
13177,63rd Street Beach,16.3,1.15,0.068,4.0,10.5,12:00:00,06,15,2015
13178,Calumet Beach,17.7,18.63,0.33399999999999996,7.0,9.7,07:00:00,09,30,2015
13179,Calumet Beach,25.1,0.78,0.27899999999999997,2.0,11.0,07:00:00,07,19,2016
13180,Montrose Beach,25.0,0.0,0.185,2.0,11.3,07:00:00,07,19,2016
13181,Ohio Street Beach,23.5,1.44,0.168,3.0,11.0,07:00:00,07,19,2016
13182,Calumet Beach,24.9,0.73,0.257,2.0,11.0,08:00:00,07,19,2016
13183,Montrose Beach,24.5,0.0,0.21600000000000003,2.0,11.2,08:00:00,07,19,2016
13184,Ohio Street Beach,22.3,1.49,0.149,3.0,11.0,08:00:00,07,19,2016
13185,Calumet Beach,24.6,0.81,0.27,2.0,11.0,09:00:00,07,19,2016
13186,Montrose Beach,24.5,0.03,0.228,3.0,11.3,09:00:00,07,19,2016
13187,Ohio Street Beach,21.9,1.63,0.154,2.0,11.0,09:00:00,07,19,2016
13188,Calumet Beach,24.5,0.92,0.27,3.0,10.8,10:00:00,07,19,2016
13189,Montrose Beach,22.8,0.0,0.249,3.0,11.3,10:00:00,07,19,2016
13190,Ohio Street Beach,21.3,1.57,0.141,3.0,11.0,10:00:00,07,19,2016
13191,Calumet Beach,24.5,0.92,0.272,3.0,11.0,11:00:00,07,19,2016
13192,Montrose Beach,22.4,0.0,0.23600000000000002,3.0,11.3,11:00:00,07,19,2016
13193,Ohio Street Beach,20.9,1.42,0.15,3.0,11.0,11:00:00,07,19,2016
13194,Calumet Beach,24.1,0.97,0.223,3.0,11.0,03:00:00,07,20,2016
13195,Montrose Beach,22.0,0.0,0.245,3.0,11.3,03:00:00,07,20,2016
13196,Ohio Street Beach,20.4,1.27,0.14800000000000002,3.0,11.0,03:00:00,07,20,2016
13197,Calumet Beach,24.0,1.36,0.231,3.0,10.9,04:00:00,07,20,2016
13198,Montrose Beach,22.0,0.0,0.261,3.0,11.2,04:00:00,07,20,2016
13199,Ohio Street Beach,20.3,1.29,0.151,3.0,11.0,04:00:00,07,20,2016
13200,Calumet Beach,23.9,1.17,0.207,3.0,11.0,05:00:00,07,20,2016
13201,Montrose Beach,21.9,0.0,0.253,4.0,11.2,05:00:00,07,20,2016
13202,Montrose Beach,16.4,0.7,0.075,4.0,10.5,01:00:00,06,15,2015
13203,Osterman Beach,16.0,0.79,0.073,4.0,10.4,01:00:00,06,15,2015
13204,Ohio Street Beach,18.9,1.05,0.07200000000000001,3.0,11.9,12:00:00,06,15,2015
13205,Rainbow Beach,16.5,0.88,0.07,4.0,12.1,12:00:00,06,15,2015
13206,Calumet Beach,17.1,1.12,0.075,3.0,10.7,03:00:00,06,15,2015
13207,63rd Street Beach,17.0,1.08,0.06,10.0,10.4,03:00:00,06,15,2015
13208,Montrose Beach,16.6,1.27,0.07,10.0,10.4,03:00:00,06,15,2015
13209,Osterman Beach,16.9,0.65,0.068,9.0,10.4,03:00:00,06,15,2015
13210,Ohio Street Beach,20.2,6.35,0.076,3.0,11.9,02:00:00,06,15,2015
13211,Rainbow Beach,16.8,0.82,0.071,4.0,12.0,02:00:00,06,15,2015
13212,Calumet Beach,17.3,1.59,0.106,6.0,10.7,04:00:00,06,15,2015
13213,Montrose Beach,16.6,0.81,0.07400000000000001,10.0,10.4,04:00:00,06,15,2015
13214,Osterman Beach,16.9,0.64,0.077,9.0,10.4,04:00:00,06,15,2015
13215,Ohio Street Beach,18.4,1.59,0.075,3.0,11.9,03:00:00,06,15,2015
13216,Rainbow Beach,16.7,1.03,0.069,4.0,12.0,03:00:00,06,15,2015
13217,Calumet Beach,17.2,1.38,0.066,9.0,10.7,05:00:00,06,15,2015
13218,Montrose Beach,16.7,1.27,0.08,8.0,10.4,05:00:00,06,15,2015
13219,Osterman Beach,16.2,0.8,0.075,8.0,10.4,05:00:00,06,15,2015
13220,Ohio Street Beach,17.7,1.83,0.113,2.0,11.9,04:00:00,06,15,2015
13221,Rainbow Beach,17.0,1.12,0.079,10.0,12.0,04:00:00,06,15,2015
13222,63rd Street Beach,16.7,1.15,0.071,10.0,10.4,04:00:00,06,15,2015
13223,Calumet Beach,16.8,1.86,0.09,3.0,10.7,06:00:00,06,15,2015
13224,63rd Street Beach,16.0,1.18,0.113,2.0,10.4,06:00:00,06,15,2015
13225,Montrose Beach,16.2,0.82,0.079,7.0,10.4,06:00:00,06,15,2015
13226,Osterman Beach,16.0,0.73,0.09,7.0,10.4,06:00:00,06,15,2015
13227,Ohio Street Beach,17.4,1.93,0.085,9.0,11.9,05:00:00,06,15,2015
13228,Rainbow Beach,16.4,1.03,0.077,3.0,12.0,05:00:00,06,15,2015
13229,Calumet Beach,17.2,1.46,0.07400000000000001,7.0,10.7,07:00:00,06,15,2015
13230,63rd Street Beach,16.1,1.19,0.10400000000000001,7.0,10.4,07:00:00,06,15,2015
13231,Montrose Beach,15.5,0.64,0.071,6.0,10.4,07:00:00,06,15,2015
13232,Osterman Beach,15.6,0.81,0.077,5.0,10.4,07:00:00,06,15,2015
13233,Ohio Street Beach,17.4,1.64,0.063,7.0,11.9,06:00:00,06,15,2015
13234,Rainbow Beach,16.1,1.07,0.21600000000000003,2.0,12.0,06:00:00,06,15,2015
13235,Calumet Beach,17.5,0.99,0.075,3.0,10.7,08:00:00,06,15,2015
13236,63rd Street Beach,16.1,1.14,0.087,6.0,10.4,08:00:00,06,15,2015
13237,Montrose Beach,15.4,1.52,0.077,5.0,10.4,08:00:00,06,15,2015
13238,Osterman Beach,16.1,1.35,0.075,5.0,10.4,08:00:00,06,15,2015
13239,Ohio Street Beach,17.9,25.88,0.055999999999999994,6.0,11.9,07:00:00,06,15,2015
13240,Rainbow Beach,16.3,1.09,0.223,2.0,12.0,07:00:00,06,15,2015
13241,Montrose Beach,14.0,0.0,0.11199999999999999,2.0,11.8,07:00:00,05,31,2016
13242,Ohio Street Beach,14.0,1.47,0.095,2.0,11.8,07:00:00,05,31,2016
13243,Montrose Beach,14.2,0.0,0.114,2.0,11.8,08:00:00,05,31,2016
13244,Ohio Street Beach,14.6,1.22,0.091,2.0,11.7,08:00:00,05,31,2016
13245,Montrose Beach,14.4,0.0,0.14400000000000002,4.0,11.8,09:00:00,05,31,2016
13246,Ohio Street Beach,14.6,1.44,0.087,4.0,11.7,09:00:00,05,31,2016
13247,Montrose Beach,14.8,0.0,0.147,2.0,11.8,10:00:00,05,31,2016
13248,Ohio Street Beach,14.7,1.28,0.098,2.0,11.7,10:00:00,05,31,2016
13249,Montrose Beach,15.6,0.0,0.157,2.0,11.8,11:00:00,05,31,2016
13250,Ohio Street Beach,14.3,1.6,0.114,2.0,11.7,11:00:00,05,31,2016
13251,Montrose Beach,16.2,0.0,0.145,2.0,11.8,12:00:00,05,31,2016
13252,Ohio Street Beach,16.1,1.0,0.138,2.0,11.7,12:00:00,05,31,2016
13253,Montrose Beach,16.1,0.0,0.129,2.0,11.8,01:00:00,05,31,2016
13254,Ohio Street Beach,16.5,1.07,0.128,3.0,11.7,01:00:00,05,31,2016
13255,Montrose Beach,16.4,0.0,0.141,2.0,11.8,02:00:00,05,31,2016
13256,Ohio Street Beach,18.5,1.0,0.132,3.0,11.7,02:00:00,05,31,2016
13257,Montrose Beach,17.1,0.08,0.177,2.0,11.8,03:00:00,05,31,2016
13258,Ohio Street Beach,18.5,1.6,0.139,3.0,11.7,03:00:00,05,31,2016
13259,Montrose Beach,16.2,0.0,0.179,3.0,11.8,05:00:00,05,31,2016
13260,Ohio Street Beach,16.0,1.43,0.11599999999999999,3.0,11.7,05:00:00,05,31,2016
13261,Montrose Beach,16.4,0.0,0.18,3.0,11.7,06:00:00,05,31,2016
13262,Ohio Street Beach,16.0,1.29,0.124,7.0,11.7,06:00:00,05,31,2016
13263,Montrose Beach,16.2,0.0,0.19399999999999998,6.0,11.8,07:00:00,05,31,2016
13264,Ohio Street Beach,15.3,1.21,0.141,3.0,11.7,07:00:00,05,31,2016
13265,Montrose Beach,16.4,0.02,0.174,5.0,11.7,08:00:00,05,31,2016
13266,Ohio Street Beach,16.7,1.54,0.16,3.0,11.7,08:00:00,05,31,2016
13267,Calumet Beach,16.9,3.2,0.11699999999999999,3.0,10.7,09:00:00,06,15,2015
13268,63rd Street Beach,16.4,1.13,0.07,4.0,10.4,09:00:00,06,15,2015
13269,Montrose Beach,15.3,1.03,0.07400000000000001,5.0,10.4,09:00:00,06,15,2015
13270,Osterman Beach,15.5,0.81,0.077,10.0,10.4,09:00:00,06,15,2015
13271,Ohio Street Beach,17.7,7.03,0.053,5.0,11.9,08:00:00,06,15,2015
13272,Rainbow Beach,16.7,1.04,0.11900000000000001,6.0,12.0,08:00:00,06,15,2015
13273,Montrose Beach,16.8,0.0,0.18600000000000003,3.0,11.7,09:00:00,05,31,2016
