name,college_country,g,gs,mp,fg,fga,fg%,2p,2pa,2p%,3p,3pa,3p%,ft,fta,ft%,orb,drb,trb,ast,stl,blk,tov,pf,pts,sos,position,height,handedness,per,vorp
Kelly Oubre Jr.,Kansas,36,27,21.00,3.10,6.90,0.444,2.10,4.30,0.497,0.90,2.60,0.358,2.20,3.10,0.718,1.10,3.80,5.00,0.80,1.10,0.40,1.20,2.00,9.30,12.13,forward,"""6-7""",left,12.50,0.20
Terry Rozier,Louisville,73,45,26.80,4.20,10.30,0.408,3.10,6.80,0.447,1.20,3.50,0.331,2.40,3.10,0.772,1.00,3.30,4.30,2.40,1.50,0.10,1.40,1.60,12.00,6.89,guard,"""6-2""",right,13.40,3.60
Rashad Vaughn,Nevada-Las Vegas,23,23,32.30,6.30,14.30,0.439,3.90,8.10,0.481,2.30,6.10,0.383,3.00,4.30,0.694,0.60,4.20,4.80,1.60,0.80,0.30,2.20,2.30,17.80,3.38,guard,"""6-6""",right,5.90,-1.20
Sam Dekker,Wisconsin,113,81,27.90,4.40,9.00,0.493,3.20,5.30,0.591,1.30,3.60,0.348,2.00,2.80,0.695,1.60,3.40,5.00,1.30,0.60,0.50,1.00,1.20,12.10,10.07,forward,"""6-9""",right,12.70,0.50
Jerian Grant,Notre Dame,119,117,36.40,4.70,10.70,0.436,3.20,6.40,0.498,1.50,4.40,0.345,3.80,4.80,0.790,0.40,2.50,2.90,5.80,1.50,0.30,2.20,1.80,14.60,6.88,guard,"""6-4""",right,12.50,0.50
Delon Wright,Utah,68,68,34.80,5.00,9.30,0.535,4.40,7.50,0.594,0.60,1.90,0.299,4.50,5.50,0.814,1.10,4.70,5.80,5.20,2.30,1.10,2.20,1.60,15.00,6.82,guard,"""6-5""",right,15.80,5.50
Justin Anderson,Virginia,98,44,24.10,2.90,6.80,0.430,1.90,4.10,0.481,1.00,2.80,0.357,2.00,2.70,0.752,0.80,2.70,3.50,1.80,0.60,0.90,1.30,1.40,8.90,6.64,forward,"""6-6""",left,12.60,0.50
Bobby Portis,Arkansas,70,70,28.50,5.90,11.20,0.526,5.50,10.30,0.540,0.30,0.90,0.365,2.90,3.90,0.737,3.10,4.70,7.90,1.30,1.10,1.50,1.40,2.00,15.00,6.18,forward,"""6-10""",right,16.10,1.10
Rondae Hollis-Jefferson,Arizona,76,31,27.00,3.40,6.90,0.496,3.30,6.40,0.520,0.10,0.50,0.205,3.30,4.70,0.697,2.10,4.10,6.30,1.50,0.90,0.90,1.40,2.40,10.20,8.23,forward,"""6-6""",left,14.70,2.20
Tyus Jones,Duke,39,39,33.90,3.50,8.30,0.417,2.30,5.10,0.440,1.20,3.20,0.379,3.70,4.20,0.889,0.50,3.00,3.50,5.60,1.50,0.10,1.90,1.20,11.80,9.87,guard,"""6-0""",right,14.00,2.80
Jarell Martin,Louisiana State,65,57,30.70,5.00,10.10,0.494,4.30,8.00,0.541,0.60,2.00,0.308,3.10,4.50,0.689,2.40,4.60,6.90,1.40,1.00,0.70,2.20,2.60,13.70,6.12,forward,"""6-10""",right,10.50,-1.70
Larry Nance Jr.,Wyoming,123,89,29.50,4.10,8.00,0.521,3.90,7.00,0.551,0.30,1.00,0.308,2.70,3.50,0.771,1.50,5.10,6.60,1.40,1.10,1.10,1.60,2.30,11.30,2.08,forward,"""6-7""",right,17.20,6.10
RJ Hunter,Georgia State,99,98,34.70,5.60,13.30,0.423,3.10,6.10,0.505,2.60,7.20,0.354,4.50,5.30,0.853,0.70,4.10,4.80,2.40,1.90,0.90,1.70,2.20,18.40,-2.33,guard,"""6-5""",right,8.40,0.00
Chris McCullough,Syracuse,16,16,28.10,3.40,7.10,0.478,3.30,7.00,0.473,0.00,0.00,0.000,2.50,4.40,0.563,2.30,4.60,6.90,1.10,1.70,2.10,2.20,2.60,9.30,7.68,forward,"""6-11""",right,13.20,-0.10
Kevon Looney,California-Los Angeles,36,36,30.90,4.20,8.90,0.470,3.60,7.40,0.481,0.60,1.50,0.415,2.60,4.10,0.626,3.40,5.80,9.20,1.40,1.30,0.90,1.30,2.90,11.60,8.27,center,"""6-9""",right,15.40,0.40
Montrezl Harrell,Louisville,112,75,26.40,4.80,8.10,0.586,4.70,7.80,0.600,0.10,0.40,0.250,1.90,3.60,0.533,2.60,4.30,6.90,0.90,0.80,1.10,1.30,1.90,11.60,7.64,center,"""6-8""",right,22.40,7.70
Jordan Mickey,Louisiana State,65,65,33.80,5.60,10.80,0.518,5.60,10.60,0.527,0.00,0.20,0.071,2.90,4.30,0.669,2.70,6.10,8.80,1.20,0.80,3.40,2.80,2.40,14.00,6.12,forward,"""6-8""",right,10.90,-0.30
Anthony Brown,Stanford,144,105,29.20,3.60,8.40,0.428,2.10,4.70,0.448,1.50,3.80,0.403,2.10,2.80,0.751,1.00,3.80,4.80,1.60,0.70,0.20,1.60,1.80,10.80,6.57,forward,"""6-7""",right,5.60,-0.60
Rakeem Christmas,Syracuse,142,140,22.00,2.90,5.10,0.560,2.90,5.10,0.560,0.00,0.00,0.000,1.60,2.40,0.681,2.00,3.30,5.30,0.60,0.50,1.70,1.10,2.60,7.40,7.88,forward,"""6-9""",right,11.00,-0.20
Richaun Holmes,Bowling Green,95,63,26.50,4.20,7.70,0.554,3.90,6.80,0.580,0.30,0.90,0.353,2.70,3.80,0.697,2.60,4.20,6.90,0.70,0.80,2.60,1.50,2.50,11.50,-1.07,center,"""6-10""",right,18.80,3.20
Darrun Hilliard,Villanova,132,112,26.80,3.70,8.50,0.436,2.10,4.20,0.507,1.60,4.30,0.367,2.40,3.20,0.748,0.50,2.50,3.00,1.90,1.30,0.40,1.60,2.10,11.40,7.80,guard,"""6-6""",left,7.70,-0.60
Josh Richardson,Tennessee,136,110,28.30,3.40,7.40,0.456,2.60,5.10,0.516,0.70,2.30,0.318,1.80,2.30,0.758,0.90,2.40,3.20,1.80,1.10,0.60,1.50,2.20,9.20,7.15,guard,"""6-5""",right,12.70,4.20
Pat Connaughton,Notre Dame,139,123,32.30,3.70,8.20,0.450,1.80,3.20,0.549,1.90,5.00,0.386,1.20,1.50,0.777,1.00,4.90,5.90,1.80,0.70,0.50,1.00,1.70,10.50,6.88,guard,"""6-5""",right,11.20,1.80
Olivier Hanlan,Boston College,97,95,36.00,5.80,12.90,0.453,4.00,7.80,0.512,1.80,5.00,0.361,4.30,5.60,0.778,0.60,3.30,3.90,3.10,1.10,0.10,2.40,2.20,17.80,7.86,guard,"""6-4""",right,0.00,0.00
Joe Young,Oregon,132,115,32.80,5.90,13.00,0.453,3.70,7.40,0.501,2.20,5.60,0.390,3.50,3.90,0.886,0.60,3.00,3.60,2.70,1.00,0.10,1.70,1.50,17.50,3.04,guard,"""6-2""",right,10.20,-0.60
Andrew Harrison,Kentucky,79,78,28.60,2.80,7.60,0.372,1.90,5.20,0.374,0.90,2.40,0.367,3.60,4.60,0.777,0.60,2.10,2.70,3.80,0.80,0.20,2.20,2.40,10.10,9.28,guard,"""6-6""",right,10.30,-0.60
Marcus Thornton,William & Mary,127,107,34.10,5.60,13.00,0.430,3.00,6.60,0.457,2.60,6.40,0.402,3.40,4.30,0.789,0.30,2.20,2.60,2.40,0.70,0.20,2.60,1.50,17.10,-1.90,guard,"""6-4""",right,0.00,0.00
Norman Powell,California-Los Angeles,141,83,25.20,3.60,7.70,0.461,2.80,5.20,0.533,0.80,2.50,0.314,1.80,2.50,0.746,0.40,2.60,3.00,1.50,1.10,0.40,1.30,2.00,9.80,7.25,guard,"""6-3""",right,13.50,2.50
Dakari Johnson,Kentucky,78,18,15.20,2.10,3.80,0.537,2.10,3.80,0.537,0.00,0.00,0.000,1.60,2.90,0.559,1.90,2.40,4.30,0.50,0.30,0.80,0.90,1.90,5.80,9.28,center,"""7-0""",right,16.40,0.10
Aaron White,Iowa,140,119,28.10,4.20,8.20,0.517,3.80,6.60,0.572,0.40,1.60,0.281,4.40,5.70,0.773,2.10,4.40,6.40,1.40,1.10,0.60,1.50,1.60,13.30,7.32,forward,"""6-9""",right,0.00,0.00
Tyler Harvey,Eastern Washington,84,67,31.40,5.90,12.70,0.463,2.80,5.50,0.504,3.10,7.20,0.432,3.80,4.40,0.847,0.60,2.90,3.50,2.30,1.00,0.20,1.80,1.90,18.60,-4.49,guard,"""6-4""",left,0.00,0.00
Satnam Singh,IMG Academy,0,0,0.00,0.00,0.00,0.000,0.00,0.00,0.000,0.00,0.00,0.000,0.00,0.00,0.000,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,center,"""7-2""",right,0.00,0.00
Sir'Dominic Pointer,St. John's (NY),130,76,28.20,3.10,6.60,0.477,3.00,5.70,0.518,0.20,0.80,0.193,1.90,2.80,0.681,1.20,4.00,5.20,2.30,1.50,1.30,1.70,2.80,8.30,7.43,guard,"""6-6""",right,0.00,0.00
Cady Lalanne,Massachusetts,111,80,25.20,3.80,6.90,0.553,3.70,6.50,0.575,0.10,0.40,0.213,2.20,3.40,0.666,3.10,4.90,7.90,0.20,0.40,1.80,1.90,2.50,10.00,4.55,center,"""6-10""",right,0.00,0.00
Branden Dawson,Michigan State,130,122,26.60,4.40,7.80,0.559,4.40,7.70,0.564,0.00,0.10,0.000,1.40,2.40,0.558,2.50,4.40,6.90,1.40,1.30,1.10,1.70,1.60,10.10,9.93,forward,"""6-6""",right,7.10,0.00
JP Tokoto,North Carolina,107,67,22.30,2.70,5.80,0.462,2.50,5.00,0.491,0.20,0.70,0.266,1.20,2.30,0.544,1.40,3.00,4.40,2.70,1.20,0.30,1.70,2.00,6.70,9.40,guard,"""6-7""",right,0.00,0.00
Andrew Wiggins,Kansas,35,35,32.80,5.40,12.10,0.448,4.20,8.50,0.493,1.20,3.60,0.341,5.00,6.50,0.775,2.20,3.70,5.90,1.50,1.20,1.00,2.30,2.70,17.10,11.40,forward,"""6-7""",right,14.70,0.20
Jabari Parker,Duke,35,35,30.70,6.70,14.30,0.473,5.70,11.20,0.504,1.10,3.00,0.358,4.60,6.10,0.748,3.00,5.70,8.70,1.20,1.10,1.20,2.30,2.40,19.10,8.48,forward,"""6-8""",right,16.40,2.40
Joel Embiid,Kansas,28,20,23.10,3.80,6.10,0.626,3.80,5.90,0.639,0.00,0.20,0.200,3.50,5.10,0.685,2.30,5.80,8.10,1.40,0.90,2.60,2.40,3.40,11.20,11.40,center,"""7-0""",right,24.80,10.10
Aaron Gordon,Arizona,38,38,31.20,5.00,10.10,0.495,4.60,8.90,0.513,0.40,1.20,0.356,2.00,4.70,0.422,2.70,5.30,8.00,2.00,0.90,1.00,1.40,2.40,12.40,9.04,forward,"""6-8""",right,15.30,5.70
Marcus Smart,Oklahoma State,64,63,33.10,4.90,11.90,0.413,3.50,7.30,0.488,1.40,4.60,0.295,5.50,7.30,0.751,1.50,4.40,5.90,4.50,2.90,0.60,3.00,2.90,16.60,7.53,guard,"""6-3""",right,12.10,5.00
Julius Randle,Kentucky,40,40,30.80,4.90,9.80,0.501,4.80,9.30,0.517,0.10,0.50,0.167,5.10,7.20,0.706,3.50,6.90,10.40,1.40,0.50,0.80,2.50,2.30,15.00,9.90,forward,"""6-8""",right,17.70,4.10
Nik Stauskas,Michigan,75,69,32.90,4.30,9.20,0.467,2.00,4.00,0.500,2.30,5.20,0.441,3.20,3.90,0.832,0.50,2.50,2.90,2.30,0.60,0.30,1.50,1.00,14.10,9.85,guard,"""6-6""",right,9.10,-1.70
Noah Vonleh,Indiana,30,29,26.50,3.80,7.20,0.523,3.20,6.10,0.530,0.50,1.10,0.485,3.20,4.50,0.716,2.40,6.60,9.00,0.60,0.90,1.40,2.10,2.70,11.30,6.64,forward,"""6-10""",right,12.00,-0.50
Elfrid Payton,Louisiana-Lafayette,100,78,31.60,5.00,10.30,0.485,4.70,9.20,0.512,0.30,1.10,0.268,3.90,6.50,0.611,1.50,3.60,5.10,4.90,2.00,0.50,3.40,2.30,14.30,-1.60,guard,"""6-3""",right,15.30,4.30
Doug McDermott,Creighton,145,145,31.50,7.90,14.30,0.550,6.00,10.20,0.587,1.90,4.10,0.458,4.10,4.90,0.831,1.90,5.60,7.50,1.30,0.20,0.10,2.20,1.80,21.70,4.29,forward,"""6-7""",right,11.30,-0.10
Zach LaVine,California-Los Angeles,37,1,24.40,3.40,7.80,0.441,2.10,4.30,0.494,1.30,3.50,0.375,1.30,1.80,0.691,0.50,2.10,2.50,1.80,0.90,0.20,1.10,2.00,9.40,7.62,guard,"""6-6""",right,15.70,3.80
T.J. Warren,North Carolina State,70,49,31.20,7.50,13.60,0.555,6.90,11.50,0.598,0.60,2.00,0.315,2.80,4.30,0.654,2.70,3.00,5.70,1.00,1.50,0.50,1.70,2.50,18.50,7.31,forward,"""6-8""",right,16.70,4.30
Adreian Payne,Michigan State,38,94,20.00,3.20,6.20,0.526,2.80,5.10,0.551,0.40,1.10,0.409,2.00,2.70,0.755,1.50,3.80,5.30,0.60,0.60,1.00,1.40,2.20,8.90,10.35,forward,"""6-10""",right,8.00,-1.40
James Young,Kentucky,40,39,32.40,4.60,11.30,0.407,2.50,5.40,0.470,2.10,5.90,0.349,3.10,4.40,0.706,1.00,3.30,4.30,1.70,0.80,0.20,1.90,2.10,14.30,9.90,guard,"""6-6""",left,7.40,-0.30
Tyler Ennis,Syracuse,34,34,35.70,4.40,10.60,0.411,3.50,8.10,0.429,0.90,2.50,0.353,3.40,4.40,0.765,0.80,2.60,3.40,5.50,2.10,0.20,1.70,2.00,12.90,7.25,guard,"""6-3""",right,10.30,-0.80
Gary Harris,Michigan State,69,67,31.00,5.00,11.40,0.440,2.90,5.70,0.503,2.10,5.60,0.376,2.70,3.50,0.788,1.00,2.30,3.30,2.00,1.60,0.30,1.60,2.00,14.90,9.96,guard,"""6-4""",right,13.10,2.90
Mitch McGary,Michigan,47,12,20.60,3.50,5.90,0.588,3.50,5.90,0.592,0.00,0.00,0.000,0.80,1.60,0.513,2.60,4.00,6.60,0.80,1.20,0.70,1.30,2.50,7.80,9.85,forward,"""6-10""",left,15.40,-0.10
Jordan Adams,California-Los Angeles,69,63,30.20,5.40,11.60,0.467,4.00,7.30,0.548,1.40,4.30,0.331,4.20,5.00,0.839,1.30,3.30,4.60,2.10,2.40,0.20,1.40,2.10,16.40,7.72,guard,"""6-5""",right,13.10,0.20
Rodney Hood,Duke,67,62,32.80,4.70,10.40,0.455,3.00,6.00,0.499,1.80,4.40,0.396,2.00,2.60,0.773,0.90,3.40,4.30,2.10,0.60,0.30,1.30,2.00,13.30,6.67,forward,"""6-8""",left,13.20,3.40
Shabazz Napier,Connecticut,143,98,32.30,4.20,10.10,0.411,2.30,5.30,0.444,1.80,4.80,0.375,3.60,4.40,0.813,0.70,3.30,4.00,4.50,1.80,0.20,2.40,2.10,13.70,8.64,guard,"""6-1""",right,12.90,2.00
C.J. Wilcox,Washington,131,83,28.50,4.90,11.30,0.433,2.60,5.40,0.481,2.30,5.90,0.389,2.30,2.70,0.840,0.80,2.50,3.40,1.60,0.90,0.70,1.40,1.90,14.40,6.67,guard,"""6-5""",right,8.80,-0.20
Josh Huestis,Stanford,135,75,25.00,2.90,6.40,0.451,2.40,4.90,0.492,0.50,1.50,0.319,1.30,2.10,0.610,2.20,4.00,6.20,0.80,0.50,1.40,0.90,1.70,7.50,6.38,forward,"""6-7""",right,6.00,-0.40
Kyle Anderson,California-Los Angeles,71,70,31.60,4.30,9.40,0.452,3.80,8.10,0.465,0.50,1.40,0.375,3.10,4.30,0.736,1.70,7.00,8.70,5.00,1.80,0.80,2.60,1.90,12.20,7.72,forward,"""6-9""",right,13.40,6.30
KJ McDaniels,Clemson,94,61,24.30,3.90,8.60,0.450,3.00,5.80,0.516,0.90,2.80,0.313,2.40,3.20,0.767,1.80,3.00,4.80,0.90,0.90,1.90,1.50,1.80,11.00,4.60,forward,"""6-6""",right,10.80,-0.40
Joe Harris,Virginia,135,128,30.30,4.20,9.50,0.445,2.30,4.70,0.484,1.90,4.80,0.407,2.20,3.10,0.722,0.90,2.90,3.80,1.90,0.90,0.40,1.60,2.30,12.60,5.72,guard,"""6-6""",right,12.30,2.50
Cleanthony Early,Wichita State,75,58,26.20,4.90,10.50,0.470,3.40,6.20,0.555,1.50,4.30,0.348,3.70,4.60,0.819,1.80,3.80,5.70,0.70,0.80,0.80,1.70,2.40,15.10,3.91,forward,"""6-8""",right,7.20,-0.80
Jarnell Stokes,Tennessee,87,84,29.70,4.70,8.90,0.530,4.70,8.90,0.532,0.00,0.00,0.000,3.50,5.60,0.628,3.90,5.70,9.60,1.50,0.70,1.10,2.10,2.20,13.00,6.82,center,"""6-9""",right,19.40,0.10
Johnny O'Bryant III,Louisiana State,91,78,27.10,4.90,10.50,0.467,4.80,10.20,0.474,0.10,0.30,0.222,2.80,4.60,0.619,3.00,4.70,7.70,1.30,0.50,0.80,2.90,2.80,12.70,5.38,forward,"""6-9""",right,8.00,-1.80
DeAndre Daniels,Connecticut,99,80,23.80,3.60,8.00,0.454,2.80,5.60,0.499,0.80,2.40,0.349,1.50,2.00,0.752,1.20,3.50,4.60,0.50,0.60,1.20,1.30,2.00,9.60,8.04,forward,"""6-9""",right,0.00,0.00
Spencer Dinwiddie,Colorado,86,86,30.10,3.40,8.00,0.420,2.00,4.60,0.446,1.30,3.50,0.386,4.90,5.90,0.830,0.50,2.90,3.30,2.60,1.10,0.30,1.80,2.10,13.00,7.49,guard,"""6-5""",right,15.50,4.80
Jerami Grant,Syracuse,72,29,21.90,2.60,5.30,0.486,2.50,5.10,0.496,0.10,0.30,0.300,2.20,3.50,0.641,1.70,2.90,4.70,0.90,0.60,0.50,0.90,1.80,7.50,7.91,forward,"""6-8""",right,12.90,3.10
Glenn Robinson III,Michigan,76,76,33.00,4.60,8.80,0.525,3.90,6.40,0.603,0.70,2.40,0.313,2.10,2.90,0.718,1.80,3.10,4.90,1.10,1.00,0.30,1.00,1.30,12.00,9.85,forward,"""6-6""",right,11.60,0.60
Nick Johnson,Arizona,108,101,30.90,4.10,9.70,0.421,2.80,6.00,0.459,1.30,3.70,0.359,2.80,3.90,0.734,0.60,3.10,3.70,2.80,1.30,0.60,1.80,2.00,12.30,7.04,guard,"""6-3""",right,4.80,-0.10
Markel Brown,Oklahoma State,134,103,30.50,4.10,9.40,0.439,3.00,6.20,0.486,1.10,3.10,0.347,3.00,4.10,0.733,0.80,3.50,4.30,2.30,1.00,0.80,1.80,2.10,12.40,7.74,guard,"""6-3""",right,10.10,-0.40
Dwight Powell,Stanford,136,105,26.20,3.80,8.20,0.464,3.50,7.30,0.484,0.20,0.80,0.289,3.00,4.10,0.722,1.70,4.60,6.30,1.80,0.90,0.90,2.10,2.90,10.80,6.38,center,"""6-10""",right,18.10,6.10
Jordan Clarkson,Missouri,93,75,31.70,5.10,11.60,0.440,4.10,8.40,0.485,1.00,3.20,0.322,4.20,5.20,0.805,0.80,2.50,3.30,2.70,0.90,0.30,2.70,2.30,15.40,4.32,guard,"""6-4""",right,15.60,3.90
Russ Smith,Louisville,133,80,24.30,4.70,11.30,0.413,3.30,7.40,0.449,1.40,3.90,0.345,3.70,4.80,0.760,0.70,2.00,2.70,2.80,1.90,0.10,2.40,2.40,14.30,7.79,guard,"""6-0""",right,7.80,-0.10
Lamar Patterson,Pittsburgh,149,106,24.30,3.20,7.40,0.435,2.10,4.30,0.483,1.10,3.10,0.369,1.90,2.60,0.723,1.20,2.80,3.90,2.90,1.00,0.30,1.60,1.90,9.50,6.86,guard,"""6-5""",right,4.40,-0.40
Cameron Bairstow,New Mexico,134,55,20.80,3.10,6.00,0.517,3.10,6.00,0.519,0.00,0.00,0.000,3.00,4.20,0.717,1.70,3.00,4.80,0.80,0.50,0.70,1.20,2.10,9.20,4.93,center,"""6-9""",right,5.00,-0.30
Alec Brown,Wisconsin-Green Bay,126,125,29.30,4.80,10.30,0.465,4.20,8.80,0.476,0.60,1.50,0.400,3.10,4.20,0.748,2.30,4.10,6.30,0.90,0.60,2.50,2.10,2.70,13.30,0.76,center,"""7-1""",right,0.00,0.00
Semaj Christon,Xavier,64,63,34.80,5.70,12.30,0.462,5.30,11.10,0.476,0.40,1.20,0.338,4.40,6.60,0.670,0.30,2.50,2.80,4.40,1.40,0.20,3.10,2.40,16.20,6.55,guard,"""6-3""",right,5.70,-0.80
Devyn Marble,Iowa,136,103,27.60,4.10,10.00,0.415,3.20,7.10,0.447,1.00,2.90,0.338,3.20,4.40,0.726,0.90,2.50,3.40,2.90,1.30,0.20,1.70,1.60,12.50,7.42,guard,"""6-6""",right,5.50,-0.40
Jordan McRae,Tennessee,114,74,27.10,4.40,10.40,0.417,2.80,5.90,0.475,1.60,4.60,0.343,3.10,4.00,0.769,0.70,2.60,3.30,1.80,0.60,0.90,2.00,1.90,13.30,7.30,guard,"""6-5""",right,13.20,0.00
Xavier Thames,San Diego State,128,95,28.00,3.30,8.40,0.395,2.40,5.70,0.418,1.00,2.80,0.348,3.10,3.80,0.814,0.50,2.10,2.60,2.80,1.10,0.20,1.60,1.90,10.70,4.87,guard,"""6-3""",right,0.00,0.00
Cory Jefferson,Baylor,130,76,19.90,3.30,6.10,0.543,3.20,5.70,0.556,0.10,0.40,0.340,2.20,3.30,0.660,1.90,3.70,5.60,0.40,0.30,1.30,0.80,1.70,8.90,8.32,forward,"""6-9""",right,13.20,-0.20
Anthony Bennett,Nevada-Las Vegas,35,31,27.10,5.80,10.80,0.533,4.70,8.10,0.587,1.00,2.70,0.375,3.50,5.10,0.701,2.50,5.70,8.10,1.00,0.70,1.20,1.90,2.30,16.10,5.71,forward,"""6-8""",right,10.20,-1.30
Victor Oladipo,Indiana,104,75,24.60,3.90,7.30,0.538,3.40,5.90,0.585,0.50,1.40,0.338,2.50,3.50,0.716,2.00,3.20,5.20,1.70,1.50,0.50,2.00,2.40,10.70,7.94,guard,"""6-4""",right,16.50,10.80
Otto Porter Jr.,Georgetown,64,38,32.50,4.60,9.20,0.498,3.70,6.80,0.550,0.90,2.40,0.355,2.80,3.80,0.751,1.90,5.30,7.10,2.10,1.50,0.90,1.30,2.00,12.80,7.64,forward,"""6-8""",right,15.60,10.40
Cody Zeller,Indiana,72,72,29.00,5.50,9.40,0.592,5.50,9.30,0.594,0.00,0.00,0.000,5.00,6.60,0.756,2.60,4.70,7.30,1.30,1.20,1.20,2.00,2.50,16.10,8.09,center,"""7-0""",right,16.00,3.70
Alex Len,Maryland,60,48,24.50,3.80,7.00,0.538,3.70,6.80,0.548,0.00,0.20,0.111,2.20,3.30,0.663,2.40,4.50,7.00,0.80,0.20,2.10,1.60,2.60,9.70,5.32,center,"""7-0""",right,15.30,-0.10
Nerlens Noel,Kentucky,24,24,31.90,4.10,6.90,0.590,4.10,6.90,0.590,0.00,0.00,0.000,2.30,4.30,0.529,2.70,6.80,9.50,1.60,2.10,4.40,1.90,2.60,10.50,5.78,center,"""6-10""",right,17.40,5.90
Ben McLemore,Kansas,37,36,32.20,5.40,10.80,0.495,3.40,6.10,0.553,2.00,4.70,0.420,3.20,3.70,0.870,1.30,3.90,5.20,2.00,1.00,0.70,2.10,1.90,15.90,7.54,guard,"""6-3""",right,9.70,-2.50
Kentavious Caldwell-Pope,Georgia,64,60,33.00,5.30,12.70,0.415,3.00,5.90,0.504,2.30,6.90,0.339,2.90,3.90,0.752,1.30,4.80,6.10,1.50,1.90,0.40,1.60,2.20,15.80,7.02,guard,"""6-5""",right,12.00,5.00
Trey Burke,Michigan,73,71,35.70,6.00,13.30,0.450,4.20,8.30,0.499,1.80,5.00,0.367,3.10,4.00,0.777,0.60,2.70,3.30,5.70,1.30,0.50,2.50,1.70,16.90,9.51,guard,"""6-0""",right,14.10,2.00
CJ McCollum,Lehigh,111,108,32.90,6.90,15.70,0.439,5.00,10.50,0.470,2.00,5.20,0.377,5.50,6.70,0.825,1.50,4.80,6.30,2.70,2.10,0.50,2.40,1.80,21.30,-5.41,guard,"""6-3""",right,17.20,11.10
Michael Carter-Williams,Syracuse,66,40,25.40,2.70,6.80,0.398,2.10,4.80,0.438,0.60,2.10,0.307,2.20,3.20,0.679,0.90,2.70,3.60,5.20,2.00,0.40,2.30,1.80,8.20,8.29,guard,"""6-5""",right,13.90,2.50
Steven Adams,Pittsburgh,32,32,23.40,3.10,5.50,0.571,3.10,5.50,0.571,0.00,0.00,0.000,1.00,2.20,0.443,2.80,3.50,6.30,0.60,0.70,2.00,1.10,1.60,7.20,5.63,center,"""6-11""",right,17.20,8.60
Kelly Olynyk,Gonzaga,101,31,17.20,3.30,5.60,0.594,3.10,4.90,0.634,0.20,0.70,0.333,2.00,2.80,0.709,1.50,3.10,4.60,1.10,0.50,0.50,1.40,2.00,8.90,4.00,center,"""6-11""",right,15.70,7.50
Shabazz Muhammad,California-Los Angeles,32,30,30.80,6.30,14.30,0.443,5.10,10.90,0.463,1.30,3.30,0.377,4.00,5.60,0.711,2.70,2.50,5.20,0.80,0.70,0.10,1.60,1.70,17.90,7.82,guard,"""6-6""",left,15.90,0.00
Shane Larkin,Miami (FL),68,54,31.30,3.80,8.60,0.438,2.30,4.60,0.491,1.50,4.00,0.375,2.20,2.70,0.808,0.50,2.70,3.20,3.60,1.80,0.10,2.10,1.60,11.20,7.03,guard,"""5-11""",right,11.40,-0.60
Tony Snell,New Mexico,104,76,24.80,3.00,7.10,0.421,1.40,2.90,0.480,1.60,4.20,0.380,1.60,1.90,0.821,0.40,2.00,2.40,2.00,0.50,0.30,1.50,1.20,9.20,4.95,forward,"""6-6""",right,9.10,0.00
Gorgui Dieng,Louisville,102,81,27.30,3.30,6.10,0.545,3.30,6.00,0.546,0.00,0.00,0.000,1.70,2.70,0.640,3.00,4.90,7.90,1.20,1.00,2.60,1.60,2.70,8.30,8.78,center,"""6-11""",right,16.20,6.20
Mason Plumlee,Duke,141,99,25.90,3.70,6.50,0.574,3.70,6.40,0.578,0.00,0.10,0.000,2.40,4.00,0.583,2.40,5.40,7.70,1.50,0.80,1.40,2.00,2.50,9.80,8.87,center,"""6-11""",right,17.90,9.70
Solomon Hill,Arizona,139,129,29.00,3.50,7.30,0.481,2.70,5.10,0.528,0.80,2.20,0.375,2.50,3.30,0.745,1.80,3.80,5.60,2.20,0.90,0.40,2.10,2.40,10.30,7.05,forward,"""6-6""",right,9.10,-0.10
Tim Hardaway Jr.,Michigan,107,107,33.30,4.90,11.60,0.425,3.00,6.10,0.500,1.90,5.50,0.343,2.60,3.60,0.724,0.60,3.50,4.10,2.10,0.70,0.30,1.70,2.00,14.30,9.90,guard,"""6-5""",right,13.70,3.10
Reggie Bullock,North Carolina,100,53,24.60,3.60,8.20,0.439,1.70,3.30,0.517,1.90,4.90,0.387,0.90,1.20,0.720,1.60,3.40,5.00,1.70,0.90,0.20,0.90,1.20,9.90,8.41,forward,"""6-6""",right,11.00,1.80
Andre Roberson,Colorado,105,65,28.30,3.60,7.10,0.516,3.20,5.70,0.555,0.50,1.40,0.350,1.90,3.20,0.582,2.90,7.00,10.00,1.10,1.60,1.40,1.70,2.60,9.60,6.43,guard,"""6-7""",right,9.80,2.40
Archie Goodwin,Kentucky,33,33,31.80,4.80,10.80,0.440,4.20,8.90,0.478,0.50,1.90,0.266,4.10,6.40,0.637,1.50,3.20,4.60,2.70,1.10,0.50,3.10,2.90,14.10,5.78,guard,"""6-5""",right,11.60,-0.60
Allen Crabbe,California,98,97,34.70,5.40,12.20,0.446,3.30,6.60,0.500,2.10,5.60,0.382,2.70,3.30,0.819,0.90,4.80,5.70,2.20,0.90,0.60,1.90,1.70,15.70,7.16,guard,"""6-6""",right,10.80,0.90
Carrick Felix,Arizona State,94,69,27.90,3.60,8.00,0.456,2.60,4.70,0.545,1.10,3.20,0.326,1.90,2.60,0.704,1.30,3.50,4.80,1.30,1.00,0.80,1.70,2.40,10.20,5.37,guard,"""6-6""",right,13.30,0.00
